DATE,"RHAV (Relative Humidity, Average)",TAVG,TMAX,TMIN
2021-02,65.67857142857143,29.366071428571427,35.455357142857146,22.919642857142858
2021-03,53.314516129032256,43.63709677419355,54.36290322580645,32.79838709677419
2021-04,57.02739726027397,52.24657534246575,62.37671232876713,41.45890410958904
2021-05,59.74193548387097,60.193548387096776,71.05645161290323,49.645161290322584
2021-06,65.2,72.35833333333333,82.79166666666667,62.55833333333333
2021-07,71.39516129032258,73.59677419354838,83.12096774193549,65.11290322580645
2021-08,72.66129032258064,75.04838709677419,84.62096774193549,67.3225806451613
2021-09,71.74166666666666,67.18333333333334,76.58333333333333,58.25
2021-10,76.70161290322581,60.13709677419355,68.5,52.725806451612904
2021-11,65.89166666666667,41.55833333333333,50.5,33.06666666666667
2021-12,66.19354838709677,40.056451612903224,47.49193548387097,33.04032258064516
2022-01,63.37096774193548,25.379032258064516,32.78225806451613,16.516129032258064
2022-02,62.07272727272727,32.336363636363636,41.9,22.90909090909091
2022-03,59.868852459016395,41.614754098360656,51.959016393442624,31.762295081967213
2022-04,57.55,49.19166666666667,58.775,39.59166666666667
2022-05,63.645161290322584,63.04032258064516,73.85483870967742,52.63709677419355
2022-06,61.20168067226891,69.91596638655462,80.1344537815126,59.2436974789916
2022-07,63.13709677419355,75.83870967741936,86.25,65.41935483870968
2022-08,67.10483870967742,74.53225806451613,85.40322580645162,65.33064516129032
2022-09,73.575,65.45833333333333,74.35833333333333,56.875
2022-10,69.5,52.16101694915254,62.36440677966102,42.69491525423729
2022-11,66.92222222222222,45.855555555555554,55.21111111111111,36.7
2022-12,71.76612903225806,33.07258064516129,40.403225806451616,25.911290322580644
2023-01,72.65555555555555,38.25555555555555,44.166666666666664,31.733333333333334
2023-02,62.669642857142854,36.75,47.82142857142857,26.714285714285715
2023-03,63.08064516129032,39.435483870967744,48.08064516129032,31.330645161290324
2023-04,59.8,54.053333333333335,65.3,42.82666666666667
2023-05,57.32258064516129,59.04032258064516,71.25,46.20161290322581
2023-06,66.00833333333334,67.51666666666667,78.025,57.525
2023-07,73.3225806451613,74.54838709677419,84.2741935483871,65.79838709677419
2023-08,72.1869918699187,71.20325203252033,80.26829268292683,62.886178861788615
2023-09,74.77333333333333,65.88666666666667,75.64666666666666,57.52
2023-10,71.83225806451613,56.45161290322581,65.73548387096774,47.94838709677419
2023-11,63.346666666666664,42.14666666666667,51.7,32.57333333333333
2023-12,68.5,39.0,41.25,35.25
2024-01,71.52066115702479,32.63636363636363,38.04132231404959,26.59504132231405
2024-02,64.15517241379311,36.68103448275862,45.56896551724138,27.71551724137931
2024-03,63.75806451612903,44.185483870967744,53.354838709677416,35.21774193548387
2024-04,63.166666666666664,53.08,63.24,42.96
2024-05,70.3741935483871,64.12903225806451,73.81290322580645,54.78709677419355
2024-06,63.24,72.88,83.59333333333333,61.82
2024-07,66.99354838709678,76.32903225806452,86.55483870967743,66.6258064516129
